userId,movieId,rating,timestamp
45,16,4.5,1127395967
15,24,5.0,1505737044
43,16,1.0,1279406633
29,23,0.5,1328635747
36,2,5.0,1103316389
13,17,4.5,1288516129
32,28,5.0,1232692752
28,24,3.0,1047226729
2,12,4.0,1587919316
42,18,0.5,1058771482
45,3,5.0,1070860062
6,28,2.0,1532103813
28,1,4.0,1003138145
44,29,0.5,1431716619
44,19,1.5,1571651820
20,11,2.0,1314796937
30,5,4.0,1378416528
28,3,5.0,1089813693
25,1,3.5,1081250937
39,1,4.0,1201717311
33,8,1.0,1446124161
1,10,5.0,1355617586
27,11,4.0,1387994292
13,12,1.5,1443034915
41,29,3.5,1090133874
6,14,1.0,1374001418
8,2,5.0,1166188327
27,29,3.0,1453860863
9,19,1.5,1202386214
37,18,1.5,1474184423
33,3,4.5,1285205730
42,23,3.5,1579826069
44,17,2.5,1085518073
24,26,5.0,1133930531
15,8,3.5,1171123438
32,26,0.5,1408356578
24,10,3.5,1393116915
41,26,3.0,1220872170
49,30,5.0,1414068560
49,2,4.5,1415936876
12,19,0.5,1361824737
39,9,2.0,1529709256
2,7,4.5,1089817241
3,4,2.0,1457836020
49,26,5.0,1405375048
49,18,4.5,1436111655
17,13,1.0,1422135399
49,11,2.0,1326131490
2,29,3.0,1296792194
2,24,1.0,1333999601
28,4,4.0,1212239588
23,25,4.0,1010047595
32,29,1.5,1022564965
33,25,5.0,1387537761
1,4,4.5,1442784267
19,10,2.5,1476629266
2,5,3.0,1277440100
44,9,2.0,1393341995
26,24,5.0,1246661050
6,17,4.0,1171856912
32,3,3.0,1091485680
4,16,2.5,1372396043
11,4,4.5,1179963197
38,17,2.5,1036045138
24,7,3.0,1596783070
5,24,2.5,1242928276
34,23,3.0,1038808656
6,30,3.0,1589405135
22,5,3.5,1426042053
48,17,4.0,1169336878
16,23,3.5,1189689119
9,23,3.5,1239687449
6,25,1.5,1291822548
16,3,1.5,1269959558
29,9,4.0,1145796877
3,30,2.5,1517640526
20,17,2.0,1203362440
36,17,4.0,1495132487
26,20,1.0,1481219549
3,16,2.0,1235719027
19,25,2.0,1406086566
20,22,3.0,1296784273
32,13,3.0,1096355770
7,27,0.5,1338939369
41,19,4.0,1158946576
33,17,3.0,1413475998
40,4,1.5,1492620951
39,12,4.5,1260606571
40,9,4.0,1330511457
1,19,5.0,1579813506
11,12,1.5,1129987754
28,9,2.5,1386010023
25,7,3.0,1280703339
50,28,5.0,1311074854
23,14,3.0,1280419854
31,20,2.0,1231829367
30,19,1.5,1169613808
35,15,0.5,1174904668
7,16,2.0,1295289752
16,21,0.5,1540699345
26,5,0.5,1086621344
48,3,5.0,1584019983
49,12,3.0,1497628585
2,25,2.5,1544023659
1,20,2.0,1104800566
48,27,1.5,1515820713
12,21,0.5,1091351453
5,4,3.0,1001020154
37,21,1.0,1535589622
32,23,4.0,1124284044
9,16,5.0,1575370513
41,25,2.5,1209522402
35,7,3.5,1300775290
19,13,5.0,1040739629
48,21,1.0,1432553971
16,10,4.0,1226275356
3,26,1.0,1073823165
20,7,2.0,1380291056
24,14,0.5,1161476925
24,5,4.5,1346849551
11,3,0.5,1531189175
49,23,4.5,1093144811
8,29,4.0,1078483721
36,11,3.0,1393845661
38,11,3.5,1370958334
40,18,1.5,1096719187
20,15,0.5,1014372528
35,12,2.5,1474482690
48,9,1.0,1449348749
25,10,2.5,1201875831
35,26,4.0,1159940253
25,12,4.5,1441616369
29,17,1.0,1198891843
18,29,1.5,1382718244
46,6,1.5,1180788888
18,7,0.5,1117105071
2,14,4.0,1076767936
16,8,4.0,1470159758
41,10,4.5,1576928560
36,9,2.5,1534455235
4,27,2.5,1156100668
14,2,2.5,1384017322
21,5,1.5,1380337531
48,29,5.0,1554558903
20,5,2.0,1576380222
7,19,5.0,1487098188
3,8,4.5,1279114499
17,16,1.0,1377208668
33,13,4.0,1462726004
48,1,4.0,1346356978
12,22,3.5,1054496748
22,20,4.0,1516851053
22,17,1.5,1201628778
46,7,3.0,1575914808
30,25,0.5,1157762472
38,13,3.5,1127064322
38,4,0.5,1327300983
45,4,4.5,1430034693
8,6,0.5,1218054148
27,28,0.5,1248432388
27,19,3.5,1557391925
34,29,1.0,1574606000
21,12,2.5,1078427656
30,22,4.0,1417788947
33,7,4.0,1107509488
28,27,1.5,1043951994
47,10,3.5,1065489314
33,26,1.5,1035383985
5,19,3.0,1282751135
48,7,3.0,1528012044
19,30,1.5,1158803950
4,3,3.5,1149744728
35,13,1.5,1399173960
17,18,5.0,1472991076
44,28,2.0,1392932961
28,30,0.5,1547440232
30,26,2.0,1067001666
29,20,3.5,1098609786
6,8,3.0,1595918472
35,29,4.5,1190596290
41,9,0.5,1438917857
37,7,2.5,1481584459
24,1,3.5,1152137897
29,3,0.5,1255619592
49,13,2.0,1339523022
46,28,3.0,1218430724
31,30,1.0,1373605306
35,25,5.0,1134823137
33,28,2.5,1011377787
21,17,5.0,1526943182
32,25,0.5,1021827621
23,24,3.0,1041892167
33,1,3.0,1209523887
3,6,2.0,1140026769
18,21,4.0,1348090821
25,6,2.0,1470165167
42,26,4.0,1326979524
31,12,4.0,1434680400
3,13,2.5,1264213617
40,13,2.0,1570828076
46,29,1.0,1069058877
24,15,1.5,1396888412
50,21,1.5,1320752313
32,16,2.0,1306312514
47,22,2.0,1420087351
22,21,5.0,1188028967
23,11,2.5,1282316634
2,28,2.0,1491743180
27,5,5.0,1073135852
42,4,4.0,1552461573
2,3,3.0,1091312343
26,19,3.0,1203693202
17,20,4.0,1507496783
40,25,3.5,1431995232
33,18,5.0,1503774778
9,15,5.0,1360815372
43,9,4.0,1373719402
